country_grp2,ratingdate,n,medage,total,perc
Soviet Union/Ex-Soviet Union,2014-10-01T00:00:00Z,47,29.75770020533881,102,0.46078431372549017
Soviet Union/Ex-Soviet Union,2015-04-01T00:00:00Z,47,29.971252566735114,100,0.47
Soviet Union/Ex-Soviet Union,2015-10-01T00:00:00Z,43,29.935660506502394,101,0.42574257425742573
Soviet Union/Ex-Soviet Union,2016-04-01T00:00:00Z,42,32.38329911019849,104,0.40384615384615385
Soviet Union/Ex-Soviet Union,2016-10-01T00:00:00Z,46,31.260780287474333,102,0.45098039215686275
Soviet Union/Ex-Soviet Union,2017-04-01T00:00:00Z,43,31.972621492128678,101,0.42574257425742573
Soviet Union/Ex-Soviet Union,2017-10-01T00:00:00Z,38,33.16084873374401,100,0.38
Soviet Union/Ex-Soviet Union,2018-04-01T00:00:00Z,42,32.49418206707735,102,0.4117647058823529
Soviet Union/Ex-Soviet Union,2018-10-01T00:00:00Z,41,32.3668720054757,101,0.40594059405940597
Soviet Union/Ex-Soviet Union,2019-04-01T00:00:00Z,38,33.002053388090346,100,0.38
Soviet Union/Ex-Soviet Union,2019-10-01T00:00:00Z,40,33.071868583162214,100,0.4
Soviet Union/Ex-Soviet Union,2020-04-01T00:00:00Z,44,33.106091718001366,101,0.43564356435643564
Soviet Union/Ex-Soviet Union,2020-10-01T00:00:00Z,41,32.435318275154,101,0.40594059405940597
Soviet Union/Ex-Soviet Union,2021-04-01T00:00:00Z,44,34.105407255304584,105,0.41904761904761906
Soviet Union/Ex-Soviet Union,2021-10-01T00:00:00Z,42,34.18754277891855,102,0.4117647058823529
Yugoslavia/Ex Yugoslavia,1970-12-30T23:00:00Z,14,34.47638603696099,102,0.13725490196078433
Yugoslavia/Ex Yugoslavia,1971-06-30T23:00:00Z,13,35.630390143737166,104,0.125
Yugoslavia/Ex Yugoslavia,1972-06-30T23:00:00Z,9,30.50239561943874,102,0.08823529411764706
Yugoslavia/Ex Yugoslavia,1973-06-30T23:00:00Z,11,35.45790554414784,104,0.10576923076923077
Yugoslavia/Ex Yugoslavia,1974-04-30T23:00:00Z,11,32.33401779603012,103,0.10679611650485436
Yugoslavia/Ex Yugoslavia,1975-01-01T00:00:00Z,10,34.98562628336756,102,0.09803921568627451
Yugoslavia/Ex Yugoslavia,1976-01-01T00:00:00Z,12,35.931553730321696,109,0.11009174311926606
Yugoslavia/Ex Yugoslavia,1977-01-01T00:00:00Z,13,34.77344284736482,102,0.12745098039215685
Yugoslavia/Ex Yugoslavia,1978-01-01T00:00:00Z,12,38.04517453798768,102,0.11764705882352941
Yugoslavia/Ex Yugoslavia,1978-06-30T23:00:00Z,12,38.53798767967146,103,0.11650485436893204
Yugoslavia/Ex Yugoslavia,1979-01-01T00:00:00Z,11,37.007529089664615,101,0.10891089108910891
Yugoslavia/Ex Yugoslavia,1979-06-30T23:00:00Z,11,37.50034223134839,102,0.10784313725490197
Yugoslavia/Ex Yugoslavia,1980-01-01T00:00:00Z,8,37.889117043121146,100,0.08
Yugoslavia/Ex Yugoslavia,1980-06-30T23:00:00Z,8,38.38466803559206,100,0.08
Yugoslavia/Ex Yugoslavia,1981-01-01T00:00:00Z,11,37.374401095140314,101,0.10891089108910891
Yugoslavia/Ex Yugoslavia,1981-06-30T23:00:00Z,12,37.76728268309377,104,0.11538461538461539
Yugoslavia/Ex Yugoslavia,1982-01-01T00:00:00Z,9,36.903490759753595,103,0.08737864077669903
Yugoslavia/Ex Yugoslavia,1982-06-30T23:00:00Z,9,32.851471594798085,103,0.08737864077669903
Yugoslavia/Ex Yugoslavia,1983-01-01T00:00:00Z,7,32.16427104722793,100,0.07
Yugoslavia/Ex Yugoslavia,1983-06-30T23:00:00Z,11,33.8507871321013,102,0.10784313725490197
Yugoslavia/Ex Yugoslavia,1984-01-01T00:00:00Z,14,33.76043805612594,106,0.1320754716981132
Yugoslavia/Ex Yugoslavia,1984-06-30T23:00:00Z,10,35.738535249828885,104,0.09615384615384616
Yugoslavia/Ex Yugoslavia,1985-01-01T00:00:00Z,10,36.24503764544832,100,0.1
Yugoslavia/Ex Yugoslavia,1985-06-30T23:00:00Z,11,40.39698836413415,107,0.102803738317757
Yugoslavia/Ex Yugoslavia,1986-01-01T00:00:00Z,8,38.03422313483915,103,0.07766990291262135
Yugoslavia/Ex Yugoslavia,1986-06-30T23:00:00Z,8,33.290896646132786,102,0.0784313725490196
Yugoslavia/Ex Yugoslavia,1987-01-01T00:00:00Z,5,35.60848733744011,101,0.04950495049504951
Yugoslavia/Ex Yugoslavia,1987-06-30T23:00:00Z,8,33.53456536618754,107,0.07476635514018691
Yugoslavia/Ex Yugoslavia,1988-01-01T00:00:00Z,9,28.878850102669404,100,0.09
Yugoslavia/Ex Yugoslavia,1988-06-30T23:00:00Z,8,33.516769336071185,105,0.0761904761904762
Yugoslavia/Ex Yugoslavia,1989-01-01T00:00:00Z,9,38.16563997262149,100,0.09
Yugoslavia/Ex Yugoslavia,1989-06-30T23:00:00Z,9,38.10266940451746,108,0.08333333333333333
Yugoslavia/Ex Yugoslavia,1990-01-01T00:00:00Z,7,38.60917180013689,101,0.06930693069306931
Yugoslavia/Ex Yugoslavia,1990-06-30T23:00:00Z,6,34.4517453798768,111,0.05405405405405406
Yugoslavia/Ex Yugoslavia,1991-01-01T00:00:00Z,6,29.926078028747433,104,0.057692307692307696
Yugoslavia/Ex Yugoslavia,1991-06-30T23:00:00Z,7,30.80082135523614,105,0.06666666666666667
Yugoslavia/Ex Yugoslavia,1992-01-01T00:00:00Z,5,31.307323750855577,103,0.04854368932038835
Yugoslavia/Ex Yugoslavia,1992-06-30T23:00:00Z,6,31.420944558521562,105,0.05714285714285714
Yugoslavia/Ex Yugoslavia,1993-01-01T00:00:00Z,5,31.23066392881588,105,0.047619047619047616
Yugoslavia/Ex Yugoslavia,1993-06-30T23:00:00Z,6,29.956194387405887,107,0.056074766355140186
Yugoslavia/Ex Yugoslavia,1994-01-01T00:00:00Z,6,30.305270362765228,100,0.06
Yugoslavia/Ex Yugoslavia,1994-06-30T23:00:00Z,5,32.72279260780287,106,0.04716981132075472
Yugoslavia/Ex Yugoslavia,1995-01-01T00:00:00Z,7,34.30800821355236,110,0.06363636363636363
Yugoslavia/Ex Yugoslavia,1995-06-30T23:00:00Z,7,34.80082135523614,106,0.0660377358490566
Yugoslavia/Ex Yugoslavia,1996-01-01T00:00:00Z,6,35.55099247091034,109,0.05504587155963303
Yugoslavia/Ex Yugoslavia,1996-06-30T23:00:00Z,5,35.80287474332649,102,0.049019607843137254
Yugoslavia/Ex Yugoslavia,1997-01-01T00:00:00Z,6,31.719370294318956,108,0.05555555555555555
Yugoslavia/Ex Yugoslavia,1997-06-30T23:00:00Z,5,33.31143052703628,103,0.04854368932038835
Yugoslavia/Ex Yugoslavia,1998-01-01T00:00:00Z,4,34.46406570841889,105,0.0380952380952381
Yugoslavia/Ex Yugoslavia,1998-06-30T23:00:00Z,3,37.80150581793292,100,0.03
Yugoslavia/Ex Yugoslavia,1999-01-01T00:00:00Z,5,30.55441478439425,102,0.049019607843137254
Yugoslavia/Ex Yugoslavia,1999-06-30T23:00:00Z,5,33.111567419575636,100,0.05
Yugoslavia/Ex Yugoslavia,2000-01-01T00:00:00Z,4,36.46269678302532,100,0.04
Yugoslavia/Ex Yugoslavia,2000-06-30T23:00:00Z,5,37.270362765229294,101,0.04950495049504951
Yugoslavia/Ex Yugoslavia,2000-09-30T23:00:00Z,5,37.52224503764545,100,0.05
Yugoslavia/Ex Yugoslavia,2001-01-01T00:00:00Z,4,36.432580424366876,100,0.04
Yugoslavia/Ex Yugoslavia,2001-03-31T23:00:00Z,5,32.799452429842574,100,0.05
Yugoslavia/Ex Yugoslavia,2001-06-30T23:00:00Z,4,36.92539356605065,101,0.039603960396039604
Yugoslavia/Ex Yugoslavia,2001-09-30T23:00:00Z,4,37.1772758384668,103,0.038834951456310676
Yugoslavia/Ex Yugoslavia,2002-01-01T00:00:00Z,5,35.619438740588635,103,0.04854368932038835
Yugoslavia/Ex Yugoslavia,2002-03-31T23:00:00Z,4,37.67556468172485,101,0.039603960396039604
Yugoslavia/Ex Yugoslavia,2002-06-30T23:00:00Z,2,40.97467488021903,102,0.0196078431372549
Yugoslavia/Ex Yugoslavia,2002-09-30T23:00:00Z,3,42.053388090349074,100,0.03
Yugoslavia/Ex Yugoslavia,2003-01-01T00:00:00Z,3,42.30800821355236,100,0.03
Yugoslavia/Ex Yugoslavia,2003-03-31T23:00:00Z,3,42.55167693360712,102,0.029411764705882353
Yugoslavia/Ex Yugoslavia,2003-06-30T23:00:00Z,3,42.80082135523614,100,0.03
Yugoslavia/Ex Yugoslavia,2003-09-30T23:00:00Z,3,43.05270362765229,100,0.03
Yugoslavia/Ex Yugoslavia,2004-01-01T00:00:00Z,4,40.69952087611225,100,0.04
Yugoslavia/Ex Yugoslavia,2004-03-31T23:00:00Z,4,40.945927446954144,100,0.04
Yugoslavia/Ex Yugoslavia,2004-06-30T23:00:00Z,4,41.19507186858316,100,0.04
Yugoslavia/Ex Yugoslavia,2004-09-30T23:00:00Z,3,44.054757015742645,101,0.0297029702970297
Yugoslavia/Ex Yugoslavia,2005-01-01T00:00:00Z,2,47.67556468172485,103,0.019417475728155338
Yugoslavia/Ex Yugoslavia,2005-03-31T23:00:00Z,2,47.91923340177961,102,0.0196078431372549
Yugoslavia/Ex Yugoslavia,2005-09-30T23:00:00Z,1,51.7864476386037,101,0.009900990099009901
Yugoslavia/Ex Yugoslavia,2006-01-01T00:00:00Z,1,52.04106776180698,101,0.009900990099009901
Yugoslavia/Ex Yugoslavia,2006-03-31T23:00:00Z,1,52.284736481861735,101,0.009900990099009901
Yugoslavia/Ex Yugoslavia,2006-06-30T23:00:00Z,2,49.16769336071184,102,0.0196078431372549
Yugoslavia/Ex Yugoslavia,2006-09-30T23:00:00Z,2,49.41957563312799,100,0.02
Yugoslavia/Ex Yugoslavia,2007-01-01T00:00:00Z,2,49.67419575633128,100,0.02
Yugoslavia/Ex Yugoslavia,2007-03-31T23:00:00Z,2,49.917864476386036,102,0.0196078431372549
Yugoslavia/Ex Yugoslavia,2007-06-30T23:00:00Z,3,46.80082135523614,100,0.03
Yugoslavia/Ex Yugoslavia,2007-09-30T23:00:00Z,3,47.05270362765229,100,0.03
Yugoslavia/Ex Yugoslavia,2008-01-01T00:00:00Z,4,38.70636550308008,102,0.0392156862745098
Yugoslavia/Ex Yugoslavia,2008-03-31T23:00:00Z,5,30.351813826146476,101,0.04950495049504951
Yugoslavia/Ex Yugoslavia,2008-06-30T23:00:00Z,3,30.600958247775495,100,0.03
Yugoslavia/Ex Yugoslavia,2008-09-30T23:00:00Z,2,39.45379876796714,101,0.019801980198019802
Yugoslavia/Ex Yugoslavia,2009-01-01T00:00:00Z,2,38.392881587953454,100,0.02
Yugoslavia/Ex Yugoslavia,2009-03-31T23:00:00Z,3,40.799452429842574,104,0.028846153846153848
Yugoslavia/Ex Yugoslavia,2009-06-30T23:00:00Z,3,41.048596851471594,101,0.0297029702970297
Yugoslavia/Ex Yugoslavia,2009-08-31T23:00:00Z,3,41.21834360027378,100,0.03
Yugoslavia/Ex Yugoslavia,2009-11-01T00:00:00Z,3,41.38809034907597,102,0.029411764705882353
Yugoslavia/Ex Yugoslavia,2010-01-01T00:00:00Z,2,48.79808350444901,103,0.019417475728155338
Yugoslavia/Ex Yugoslavia,2010-03-01T00:00:00Z,1,56.20260095824778,100,0.01
Yugoslavia/Ex Yugoslavia,2010-04-30T23:00:00Z,2,49.123887748117724,102,0.0196078431372549
Yugoslavia/Ex Yugoslavia,2011-06-30T23:00:00Z,1,27.731690622861056,101,0.009900990099009901
Yugoslavia/Ex Yugoslavia,2013-04-01T00:00:00Z,1,35.35386721423682,103,0.009708737864077669
Yugoslavia/Ex Yugoslavia,2014-04-01T00:00:00Z,2,24.75564681724846,101,0.019801980198019802
Yugoslavia/Ex Yugoslavia,2014-10-01T00:00:00Z,1,24.125941136208077,102,0.00980392156862745
Yugoslavia/Ex Yugoslavia,2015-10-01T00:00:00Z,1,25.125256673511295,101,0.009900990099009901
Yugoslavia/Ex Yugoslavia,2016-04-01T00:00:00Z,2,27.308692676249144,104,0.019230769230769232
Yugoslavia/Ex Yugoslavia,2016-10-01T00:00:00Z,1,26.127310061601644,102,0.00980392156862745
Yugoslavia/Ex Yugoslavia,2017-04-01T00:00:00Z,1,33.48665297741273,101,0.009900990099009901
Yugoslavia/Ex Yugoslavia,2017-10-01T00:00:00Z,1,27.12662559890486,100,0.01
Yugoslavia/Ex Yugoslavia,2018-04-01T00:00:00Z,2,28.75564681724846,102,0.0196078431372549
Yugoslavia/Ex Yugoslavia,2018-10-01T00:00:00Z,2,29.256673511293634,101,0.019801980198019802
Yugoslavia/Ex Yugoslavia,2019-04-01T00:00:00Z,1,28.62422997946612,100,0.01
Yugoslavia/Ex Yugoslavia,2019-10-01T00:00:00Z,1,29.125256673511295,100,0.01
Yugoslavia/Ex Yugoslavia,2020-10-01T00:00:00Z,1,30.127310061601644,101,0.009900990099009901
